latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
-16.50664,-64.81577,308.7,0.44,0.38,2023-10-17,544,1,VIIRS,n,2.0NRT,294.16,1.15,N
-16.47488,-59.31206,309.38,0.62,0.54,2023-10-17,544,1,VIIRS,n,2.0NRT,294.12,2.44,N
-16.47377,-59.31025,305.99,0.62,0.54,2023-10-17,544,1,VIIRS,n,2.0NRT,294.39,2.48,N
-16.47047,-62.76461,308.89,0.56,0.43,2023-10-17,544,1,VIIRS,n,2.0NRT,292.8,1.72,N
-16.4619,-62.31992,305.44,0.4,0.44,2023-10-17,544,1,VIIRS,n,2.0NRT,292.64,0.94,N
-16.45869,-63.12119,306.87,0.53,0.42,2023-10-17,544,1,VIIRS,n,2.0NRT,292.24,1.78,N
-16.45784,-62.31937,305.1,0.4,0.44,2023-10-17,544,1,VIIRS,n,2.0NRT,292.57,0.73,N
-16.45465,-58.40551,319.47,0.36,0.57,2023-10-17,544,1,VIIRS,n,2.0NRT,296.67,2.08,N
-16.45427,-58.40882,328.33,0.36,0.57,2023-10-17,544,1,VIIRS,n,2.0NRT,297.01,2.08,N
-16.45424,-58.40549,324.05,0.36,0.57,2023-10-17,544,1,VIIRS,n,2.0NRT,296.92,2.12,N
-16.45388,-58.40881,325.64,0.36,0.57,2023-10-17,544,1,VIIRS,n,2.0NRT,296.4,2.12,N
-16.452,-61.73619,309.98,0.43,0.46,2023-10-17,544,1,VIIRS,n,2.0NRT,293.64,1.47,N
-16.45146,-58.57496,307.06,0.35,0.56,2023-10-17,544,1,VIIRS,n,2.0NRT,294.51,0.86,N
-16.45095,-58.39148,308.4,0.36,0.57,2023-10-17,544,1,VIIRS,n,2.0NRT,295.41,2.83,N
-16.45056,-58.39488,334.54,0.36,0.57,2023-10-17,544,1,VIIRS,n,2.0NRT,296.15,2.83,N
-16.45044,-58.3914,314.12,0.36,0.57,2023-10-17,544,1,VIIRS,n,2.0NRT,295.71,3.04,N
-16.45016,-58.39825,337.41,0.36,0.57,2023-10-17,544,1,VIIRS,n,2.0NRT,296.41,3.15,N
-16.45007,-58.39482,334.86,0.36,0.57,2023-10-17,544,1,VIIRS,n,2.0NRT,295.68,3.04,N
-16.44977,-58.40161,306.78,0.36,0.57,2023-10-17,544,1,VIIRS,n,2.0NRT,295.88,3.15,N
-16.4497,-58.3982,335.4,0.36,0.57,2023-10-17,544,1,VIIRS,n,2.0NRT,295.9,3.04,N
-16.44933,-58.40157,306,0.36,0.57,2023-10-17,544,1,VIIRS,n,2.0NRT,295.49,3.04,N
-16.44906,-65.36513,308.86,0.42,0.38,2023-10-17,544,1,VIIRS,n,2.0NRT,294.43,2.28,N
-16.449,-58.40828,310.39,0.36,0.57,2023-10-17,544,1,VIIRS,n,2.0NRT,296.06,2.08,N
-16.44861,-58.40825,311.22,0.36,0.57,2023-10-17,544,1,VIIRS,n,2.0NRT,295.96,2.12,N
-16.44805,-58.55809,309.27,0.35,0.57,2023-10-17,544,1,VIIRS,n,2.0NRT,293.12,0.69,N
-16.44769,-58.56134,304.33,0.35,0.56,2023-10-17,544,1,VIIRS,n,2.0NRT,292.63,0.69,N
-16.44682,-62.91386,334.84,0.55,0.42,2023-10-17,544,1,VIIRS,n,2.0NRT,293.77,7.04,N
-16.44625,-58.57431,314.29,0.35,0.56,2023-10-17,544,1,VIIRS,n,2.0NRT,293.82,1.57,N
-16.44614,-62.91897,325.68,0.55,0.42,2023-10-17,544,1,VIIRS,n,2.0NRT,293.38,7.04,N
-16.4445,-58.40103,321.08,0.36,0.57,2023-10-17,544,1,VIIRS,n,2.0NRT,295.37,1.41,N
-16.44334,-58.41107,309.29,0.35,0.57,2023-10-17,544,1,VIIRS,n,2.0NRT,295.75,1.83,N
-16.44042,-58.39018,306.99,0.36,0.57,2023-10-17,544,1,VIIRS,n,2.0NRT,294.66,2.1,N
-16.43963,-58.39705,311,0.36,0.57,2023-10-17,544,1,VIIRS,n,2.0NRT,295.45,1.41,N
-16.43923,-58.40045,314.86,0.36,0.57,2023-10-17,544,1,VIIRS,n,2.0NRT,295.45,1.41,N
-16.43874,-64.02251,309.42,0.48,0.4,2023-10-17,544,1,VIIRS,n,2.0NRT,294.29,1.85,N
-16.43833,-62.91784,305.48,0.55,0.42,2023-10-17,544,1,VIIRS,n,2.0NRT,292.95,2.21,N
-16.43812,-64.02695,307.34,0.48,0.4,2023-10-17,544,1,VIIRS,n,2.0NRT,293.98,1.78,N
-16.43766,-62.92294,312.92,0.55,0.42,2023-10-17,544,1,VIIRS,n,2.0NRT,292.8,2.55,N
-16.43756,-64.00411,319.27,0.48,0.4,2023-10-17,544,1,VIIRS,n,2.0NRT,293.69,2.66,N
-16.42961,-61.90715,327.85,0.42,0.45,2023-10-17,544,1,VIIRS,n,2.0NRT,293.14,2.74,N
-16.42727,-61.72867,346.16,0.43,0.46,2023-10-17,544,1,VIIRS,n,2.0NRT,295.83,10.54,N
-16.42636,-58.61124,305.26,0.34,0.56,2023-10-17,544,1,VIIRS,n,2.0NRT,293.73,1.13,N
-16.42601,-58.61447,305.63,0.34,0.56,2023-10-17,544,1,VIIRS,n,2.0NRT,293.92,1.06,N
-16.42587,-64.0342,308.55,0.48,0.4,2023-10-17,544,1,VIIRS,n,2.0NRT,293.92,2.05,N
-16.41452,-61.69422,304.61,0.43,0.46,2023-10-17,544,1,VIIRS,n,2.0NRT,292.83,0.6,N
-16.39098,-62.26182,308.91,0.4,0.44,2023-10-17,544,1,VIIRS,n,2.0NRT,292.76,1.44,N
-16.39049,-62.26553,328.14,0.4,0.44,2023-10-17,544,1,VIIRS,n,2.0NRT,293.35,2.68,N
-16.38703,-62.03914,310.3,0.41,0.45,2023-10-17,544,1,VIIRS,n,2.0NRT,291.87,1.14,N
-16.38653,-62.04295,311.7,0.41,0.45,2023-10-17,544,1,VIIRS,n,2.0NRT,291.06,0.88,N
-16.38506,-61.82479,305.31,0.42,0.45,2023-10-17,544,1,VIIRS,n,2.0NRT,292.45,1.58,N
-16.36975,-61.64037,305.92,0.43,0.46,2023-10-17,544,1,VIIRS,n,2.0NRT,293.34,1.27,N
-16.36552,-61.6398,338.82,0.43,0.46,2023-10-17,544,1,VIIRS,n,2.0NRT,293.98,4.98,N
-16.3502,-61.65823,323.5,0.43,0.46,2023-10-17,544,1,VIIRS,n,2.0NRT,293.65,2.56,N
-16.33964,-63.93205,312.46,0.48,0.4,2023-10-17,544,1,VIIRS,n,2.0NRT,293.33,3.03,N
-16.33629,-61.28867,308.86,0.46,0.47,2023-10-17,544,1,VIIRS,n,2.0NRT,293.78,0.88,N
-16.33575,-61.29299,306.22,0.46,0.47,2023-10-17,544,1,VIIRS,n,2.0NRT,294.11,0.88,N
-16.33465,-61.93848,304.13,0.42,0.45,2023-10-17,544,1,VIIRS,n,2.0NRT,292.67,6.17,N
-16.3305,-61.93793,329.23,0.42,0.45,2023-10-17,544,1,VIIRS,n,2.0NRT,295.45,6.17,N
-16.32998,-61.94188,338.3,0.42,0.45,2023-10-17,544,1,VIIRS,n,2.0NRT,293.12,11.92,N
-16.32268,-60.93209,311.66,0.48,0.48,2023-10-17,544,1,VIIRS,n,2.0NRT,293.73,1.29,N
-16.32169,-63.21957,310.09,0.52,0.42,2023-10-17,544,1,VIIRS,n,2.0NRT,292.8,1.89,N
-16.31432,-67.55263,323.11,0.38,0.36,2023-10-17,544,1,VIIRS,n,2.0NRT,280.97,1.93,N
-16.31218,-62.16918,308.44,0.4,0.44,2023-10-17,544,1,VIIRS,n,2.0NRT,293.05,1.3,N
-16.308,-62.13819,309.46,0.4,0.44,2023-10-17,544,1,VIIRS,n,2.0NRT,293.26,1.43,N
-16.29842,-63.1006,308.97,0.53,0.42,2023-10-17,544,1,VIIRS,n,2.0NRT,292.39,5.54,N
-16.29752,-60.15566,309.92,0.54,0.51,2023-10-17,544,1,VIIRS,n,2.0NRT,292.96,1.52,N
-16.29713,-63.09848,341.43,0.53,0.42,2023-10-17,544,1,VIIRS,n,2.0NRT,294.06,7.21,N
-16.29521,-63.09507,305.55,0.53,0.42,2023-10-17,544,1,VIIRS,n,2.0NRT,292.39,3.26,N
-16.29456,-63.10004,344,0.53,0.42,2023-10-17,544,1,VIIRS,n,2.0NRT,294.3,5.54,N
-16.29327,-63.09792,334.94,0.53,0.42,2023-10-17,544,1,VIIRS,n,2.0NRT,292.97,4.7,N
-16.29285,-60.15508,309.36,0.54,0.51,2023-10-17,544,1,VIIRS,n,2.0NRT,293.62,1.76,N
-16.29225,-60.16001,316.15,0.54,0.51,2023-10-17,544,1,VIIRS,n,2.0NRT,292.29,1.76,N
-16.29076,-61.52265,314.91,0.44,0.46,2023-10-17,544,1,VIIRS,n,2.0NRT,293.78,1.57,N
-16.28994,-61.52108,319.44,0.44,0.46,2023-10-17,544,1,VIIRS,n,2.0NRT,294.11,2.02,N
-16.28758,-60.15942,308.71,0.54,0.51,2023-10-17,544,1,VIIRS,n,2.0NRT,293.41,1.76,N
-16.28014,-65.23222,318.91,0.42,0.38,2023-10-17,544,1,VIIRS,n,2.0NRT,294.54,1.83,N
-16.27956,-65.23617,312.61,0.42,0.38,2023-10-17,544,1,VIIRS,n,2.0NRT,293.81,1.83,N
-16.27897,-63.11606,309.28,0.53,0.42,2023-10-17,544,1,VIIRS,n,2.0NRT,292.59,2.21,N
-16.27668,-65.23168,320.93,0.42,0.38,2023-10-17,544,1,VIIRS,n,2.0NRT,294.33,4.81,N
-16.2761,-65.23562,335.05,0.42,0.38,2023-10-17,544,1,VIIRS,n,2.0NRT,295.12,4.81,N
-16.27206,-65.26321,307.6,0.42,0.38,2023-10-17,544,1,VIIRS,n,2.0NRT,295.41,1.9,N
-16.27148,-65.26715,321.41,0.42,0.38,2023-10-17,544,1,VIIRS,n,2.0NRT,296.11,1.9,N
-16.26802,-65.26661,313.26,0.42,0.38,2023-10-17,544,1,VIIRS,n,2.0NRT,295.46,1.9,N
-16.26579,-61.3455,312.65,0.45,0.47,2023-10-17,544,1,VIIRS,n,2.0NRT,293.97,1.97,N
-16.26525,-61.34976,307.14,0.45,0.47,2023-10-17,544,1,VIIRS,n,2.0NRT,294.42,2.13,N
-16.26513,-65.26213,306.85,0.42,0.38,2023-10-17,544,1,VIIRS,n,2.0NRT,294.71,2.21,N
-16.26111,-65.40967,320.9,0.42,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,295.21,3.86,N
-16.26054,-65.41355,328.98,0.42,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,293.66,3.64,N
-16.2571,-65.41301,323.18,0.42,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,294.29,3.26,N
-16.25366,-65.41246,330.5,0.42,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,295.09,3.26,N
-16.25021,-65.41192,336.56,0.42,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,294.46,5.05,N
-16.24849,-65.39972,320.29,0.42,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,295.01,2.38,N
-16.24814,-61.48329,330.43,0.44,0.46,2023-10-17,544,1,VIIRS,n,2.0NRT,294.24,9.62,N
-16.24761,-61.4874,351.48,0.44,0.46,2023-10-17,544,1,VIIRS,n,2.0NRT,295.55,9.62,N
-16.24735,-65.52642,330.12,0.41,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,294.74,2.02,N
-16.24709,-61.4915,344.12,0.44,0.46,2023-10-17,544,1,VIIRS,n,2.0NRT,298.43,27.02,N
-16.24504,-65.39918,321.33,0.42,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,294.68,2.9,N
-16.2444,-61.47857,322.73,0.44,0.46,2023-10-17,544,1,VIIRS,n,2.0NRT,293.23,2.26,N
-16.24393,-65.52588,305.92,0.41,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,294.28,2.02,N
-16.23992,-65.48174,306.76,0.41,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,293.63,0.62,N
-16.23648,-65.4812,306.32,0.41,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,293.61,0.62,N
-16.23133,-65.46851,334.06,0.42,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,294.64,3.82,N
-16.22923,-60.85696,328.12,0.49,0.48,2023-10-17,544,1,VIIRS,n,2.0NRT,295.18,4.62,N
-16.22866,-60.86147,333.29,0.48,0.48,2023-10-17,544,1,VIIRS,n,2.0NRT,294.77,4.62,N
-16.22332,-61.57555,310.56,0.44,0.46,2023-10-17,544,1,VIIRS,n,2.0NRT,293.24,1.24,N
-16.22279,-61.57969,309.05,0.44,0.46,2023-10-17,544,1,VIIRS,n,2.0NRT,293.15,1.17,N
-16.22209,-60.84179,356.36,0.49,0.48,2023-10-17,544,1,VIIRS,n,2.0NRT,298.79,22.4,N
-16.22207,-65.38756,323.63,0.42,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,294.23,3.8,N
-16.22151,-60.84638,338.48,0.49,0.48,2023-10-17,544,1,VIIRS,n,2.0NRT,295.24,7.12,N
-16.2215,-65.39146,331.75,0.42,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,294.25,3.93,N
-16.21874,-65.48236,321.94,0.41,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,293.99,5.53,N
-16.21806,-65.39091,340.7,0.42,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,294.64,4.57,N
-16.21764,-60.84115,323.38,0.49,0.48,2023-10-17,544,1,VIIRS,n,2.0NRT,295.82,5.86,N
-16.21706,-60.84575,367,0.49,0.48,2023-10-17,544,1,VIIRS,h,2.0NRT,298.06,13.44,N
-16.2166,-57.75965,353.86,0.39,0.59,2023-10-17,544,1,VIIRS,n,2.0NRT,299.9,9.58,N
-16.2162,-57.76331,352.19,0.39,0.59,2023-10-17,544,1,VIIRS,n,2.0NRT,295.77,10.13,N
-16.21563,-57.75928,353.02,0.39,0.59,2023-10-17,544,1,VIIRS,n,2.0NRT,299.88,17.32,N
-16.21531,-65.48182,332.58,0.41,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,295.08,5.53,N
-16.2152,-57.76293,367,0.39,0.59,2023-10-17,544,1,VIIRS,h,2.0NRT,297,19.45,N
-16.21461,-65.39037,338.29,0.42,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,294.97,4.57,N
-16.21319,-60.84053,316.6,0.49,0.48,2023-10-17,544,1,VIIRS,n,2.0NRT,294.15,5.86,N
-16.21261,-60.84513,344.7,0.49,0.48,2023-10-17,544,1,VIIRS,n,2.0NRT,295.59,13.44,N
-16.21188,-65.48128,323.47,0.41,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,294.26,2.74,N
-16.21151,-57.75534,317.38,0.39,0.59,2023-10-17,544,1,VIIRS,n,2.0NRT,295.6,9.58,N
-16.21112,-57.75898,367,0.39,0.59,2023-10-17,544,1,VIIRS,h,2.0NRT,299.53,9.58,N
-16.21073,-57.76264,326.47,0.39,0.59,2023-10-17,544,1,VIIRS,n,2.0NRT,295.56,10.13,N
-16.21057,-57.75499,308.06,0.39,0.59,2023-10-17,544,1,VIIRS,n,2.0NRT,295.28,6.23,N
-16.20973,-57.76228,332.25,0.39,0.59,2023-10-17,544,1,VIIRS,n,2.0NRT,295.77,4.25,N
-16.20614,-65.47245,307.34,0.41,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,293.82,12.69,N
-16.20604,-57.75468,341.87,0.39,0.59,2023-10-17,544,1,VIIRS,n,2.0NRT,297.57,4.01,N
-16.20565,-57.75833,332.82,0.39,0.59,2023-10-17,544,1,VIIRS,n,2.0NRT,296.77,4.01,N
-16.20557,-65.47633,324.07,0.41,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,293.86,1.88,N
-16.20525,-57.76196,311.86,0.39,0.59,2023-10-17,544,1,VIIRS,n,2.0NRT,296.73,2.08,N
-16.20509,-57.75434,326.48,0.39,0.59,2023-10-17,544,1,VIIRS,n,2.0NRT,295.89,6.23,N
-16.20484,-65.38485,313.06,0.42,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,294.51,1.18,N
-16.20468,-57.75798,343.18,0.39,0.59,2023-10-17,544,1,VIIRS,n,2.0NRT,297.2,6.23,N
-16.20428,-65.38875,309.54,0.42,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,294.69,1.44,N
-16.20426,-57.76162,311.03,0.39,0.59,2023-10-17,544,1,VIIRS,n,2.0NRT,296.75,4.25,N
-16.20271,-65.47191,353.51,0.41,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,298.54,12.69,N
-16.20214,-65.47578,315.37,0.41,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,293.79,1.88,N
-16.20017,-57.75766,309.27,0.39,0.59,2023-10-17,544,1,VIIRS,n,2.0NRT,295.82,4.01,N
-16.19978,-57.76131,306.7,0.39,0.59,2023-10-17,544,1,VIIRS,n,2.0NRT,295.65,2.08,N
-16.1992,-57.75733,306.87,0.39,0.59,2023-10-17,544,1,VIIRS,n,2.0NRT,295.35,1.27,N
-16.19891,-63.38676,331.75,0.51,0.41,2023-10-17,544,1,VIIRS,n,2.0NRT,294.22,7.07,N
-16.19879,-57.76098,305.71,0.39,0.59,2023-10-17,544,1,VIIRS,n,2.0NRT,295.14,1.51,N
-16.19536,-65.38424,313.55,0.42,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,294.8,4.78,N
-16.19535,-65.52214,309.94,0.41,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,294.22,1.29,N
-16.19512,-63.3862,313.03,0.51,0.41,2023-10-17,544,1,VIIRS,n,2.0NRT,292.97,7.07,N
-16.19478,-65.38813,345.16,0.42,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,296.49,8.51,N
-16.19394,-65.38712,353.46,0.42,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,298.38,9.35,N
-16.19338,-65.39101,304.6,0.42,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,293.71,9.35,N
-16.19306,-65.51389,317.96,0.41,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,297.79,1.8,N
-16.19249,-65.51775,308.03,0.41,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,295.55,1.8,N
-16.19193,-65.52159,320.36,0.41,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,294.75,1.56,N
-16.19133,-65.3876,345.38,0.42,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,295.42,8.51,N
-16.19076,-65.39148,341.61,0.42,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,295.49,8.51,N
-16.1885,-65.52105,308.6,0.41,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,294.1,1.56,N
-16.18365,-63.41364,305.82,0.51,0.41,2023-10-17,544,1,VIIRS,n,2.0NRT,292.55,1.27,N
-16.1802,-61.64386,325.52,0.43,0.46,2023-10-17,544,1,VIIRS,n,2.0NRT,293.21,1.26,N
-16.17987,-63.4131,327.24,0.51,0.41,2023-10-17,544,1,VIIRS,n,2.0NRT,293.03,2.57,N
-16.177,-62.31222,307.95,0.39,0.44,2023-10-17,544,1,VIIRS,n,2.0NRT,292.08,1.11,N
-16.1765,-62.31591,311.35,0.39,0.44,2023-10-17,544,1,VIIRS,n,2.0NRT,292.16,1.11,N
-16.17608,-63.41255,307.42,0.51,0.41,2023-10-17,544,1,VIIRS,n,2.0NRT,292.24,2.57,N
-16.17599,-61.64323,305,0.43,0.46,2023-10-17,544,1,VIIRS,n,2.0NRT,292.64,1.26,N
-16.17444,-57.78019,311.86,0.39,0.59,2023-10-17,544,1,VIIRS,n,2.0NRT,294.25,1.2,N
-16.17403,-57.78384,309.65,0.39,0.59,2023-10-17,544,1,VIIRS,n,2.0NRT,294.4,1.2,N
-16.1662,-62.681,316.16,0.56,0.43,2023-10-17,544,1,VIIRS,n,2.0NRT,292.8,2.85,N
-16.16553,-62.68612,309.86,0.56,0.43,2023-10-17,544,1,VIIRS,n,2.0NRT,292.26,2.03,N
-16.16157,-62.68562,306.65,0.56,0.43,2023-10-17,544,1,VIIRS,n,2.0NRT,292.24,1.8,N
-16.13341,-65.46972,311.72,0.41,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,295.96,1.83,N
-16.13128,-66.67567,303.76,0.39,0.36,2023-10-17,544,1,VIIRS,n,2.0NRT,290.87,0.43,N
-16.13043,-63.37981,309.77,0.51,0.41,2023-10-17,544,1,VIIRS,n,2.0NRT,292.3,3.07,N
-16.13036,-61.9505,329.58,0.41,0.45,2023-10-17,544,1,VIIRS,n,2.0NRT,293.95,3.42,N
-16.12873,-61.9499,347.7,0.41,0.45,2023-10-17,544,1,VIIRS,n,2.0NRT,296.18,9.64,N
-16.1274,-66.67874,307.73,0.39,0.36,2023-10-17,544,1,VIIRS,n,2.0NRT,290.66,0.73,N
-16.12623,-61.94991,352.89,0.41,0.45,2023-10-17,544,1,VIIRS,n,2.0NRT,298.87,12.27,N
-16.1221,-61.94931,341.3,0.41,0.45,2023-10-17,544,1,VIIRS,n,2.0NRT,293.99,12.27,N
-16.12135,-63.41727,321.7,0.51,0.41,2023-10-17,544,1,VIIRS,n,2.0NRT,292.67,3.98,N
-16.10016,-66.63725,313.87,0.39,0.36,2023-10-17,544,1,VIIRS,n,2.0NRT,291.73,1.42,N
-16.09961,-66.64082,310.02,0.39,0.36,2023-10-17,544,1,VIIRS,n,2.0NRT,290.76,1.42,N
-16.09906,-66.64439,302.5,0.39,0.36,2023-10-17,544,1,VIIRS,n,2.0NRT,290.19,0.66,N
-16.09573,-66.64387,307.13,0.39,0.36,2023-10-17,544,1,VIIRS,n,2.0NRT,291.64,0.66,N
-16.086,-64.8562,306.99,0.44,0.38,2023-10-17,544,1,VIIRS,n,2.0NRT,293.93,1.1,N
-16.08309,-60.76976,330.01,0.49,0.49,2023-10-17,544,1,VIIRS,n,2.0NRT,295.14,4.65,N
-16.08253,-60.77432,345.89,0.49,0.49,2023-10-17,544,1,VIIRS,n,2.0NRT,295.87,4.54,N
-16.08249,-64.85566,314.34,0.44,0.38,2023-10-17,544,1,VIIRS,n,2.0NRT,294.28,1.1,N
-16.08197,-60.77889,309.32,0.49,0.48,2023-10-17,544,1,VIIRS,n,2.0NRT,293.95,4.54,N
-16.07876,-55.91307,298.78,0.52,0.67,2023-10-17,544,1,VIIRS,n,2.0NRT,272.24,1.27,N
-16.07853,-55.91216,296.48,0.52,0.67,2023-10-17,544,1,VIIRS,n,2.0NRT,274.08,1.43,N
-16.07825,-55.91795,300.09,0.52,0.67,2023-10-17,544,1,VIIRS,n,2.0NRT,278.45,1.27,N
-16.07804,-55.91706,303.42,0.52,0.67,2023-10-17,544,1,VIIRS,n,2.0NRT,281.19,2.79,N
-16.07716,-65.40193,308.64,0.42,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,295.82,1.77,N
-16.07333,-67.22702,313.65,0.38,0.36,2023-10-17,544,1,VIIRS,n,2.0NRT,286.57,1.8,N
-16.07314,-65.40527,307.91,0.42,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,295.42,1.77,N
-16.07257,-65.40914,325.35,0.42,0.37,2023-10-17,544,1,VIIRS,n,2.0NRT,295.09,2.3,N
-16.06521,-63.24082,305.21,0.52,0.41,2023-10-17,544,1,VIIRS,n,2.0NRT,292.1,2.48,N
-16.06115,-65.31985,305.32,0.42,0.38,2023-10-17,544,1,VIIRS,n,2.0NRT,294.24,1.03,N
-16.05975,-61.84534,306.97,0.42,0.45,2023-10-17,544,1,VIIRS,n,2.0NRT,294.39,2.24,N
-16.05943,-65.28361,321.03,0.42,0.38,2023-10-17,544,1,VIIRS,n,2.0NRT,293.56,1.75,N
-16.05925,-61.84922,307.36,0.42,0.45,2023-10-17,544,1,VIIRS,n,2.0NRT,294.44,1.34,N
-16.05875,-61.85312,309.43,0.42,0.45,2023-10-17,544,1,VIIRS,n,2.0NRT,294.44,1.34,N
-16.05825,-61.85705,307.36,0.42,0.45,2023-10-17,544,1,VIIRS,n,2.0NRT,293.68,1.88,N
-16.0561,-61.84081,329.31,0.42,0.45,2023-10-17,544,1,VIIRS,n,2.0NRT,301.57,51.69,N
-16.0551,-61.84861,323.13,0.42,0.45,2023-10-17,544,1,VIIRS,n,2.0NRT,310.36,100.32,N
-16.05367,-65.32267,314.72,0.42,0.38,2023-10-17,544,1,VIIRS,n,2.0NRT,294.35,2.57,N
-16.05358,-61.86046,321.39,0.42,0.45,2023-10-17,544,1,VIIRS,n,2.0NRT,313.24,129.69,N
-16.05308,-61.8644,323.17,0.42,0.45,2023-10-17,544,1,VIIRS,n,2.0NRT,292.86,20.25,N
-16.05249,-65.21032,310.35,0.42,0.38,2023-10-17,544,1,VIIRS,n,2.0NRT,293.7,0.92,N
-16.05194,-61.8402,304.61,0.42,0.45,2023-10-17,544,1,VIIRS,n,2.0NRT,293.03,51.69,N
-16.05145,-61.84408,311.99,0.42,0.45,2023-10-17,544,1,VIIRS,n,2.0NRT,292.94,51.69,N
-16.05095,-61.848,316.24,0.42,0.45,2023-10-17,544,1,VIIRS,n,2.0NRT,293.22,100.32,N
-16.0508,-65.31823,306.03,0.42,0.38,2023-10-17,544,1,VIIRS,n,2.0NRT,294.26,2.57,N
-16.05044,-61.85198,339.29,0.42,0.45,2023-10-17,544,1,VIIRS,n,2.0NRT,294.46,100.32,N
-16.05022,-65.32214,331.82,0.42,0.38,2023-10-17,544,1,VIIRS,n,2.0NRT,295.45,2.57,N
-16.04993,-61.85595,354.22,0.42,0.45,2023-10-17,544,1,VIIRS,n,2.0NRT,295.11,129.69,N
-16.04943,-61.85987,367,0.42,0.45,2023-10-17,544,1,VIIRS,h,2.0NRT,294.78,129.69,N
-16.04903,-65.20978,317.44,0.42,0.38,2023-10-17,544,1,VIIRS,n,2.0NRT,293.6,1.39,N
-16.04557,-65.20924,315.22,0.42,0.38,2023-10-17,544,1,VIIRS,n,2.0NRT,293.48,1.39,N
-16.04509,-61.78444,322.44,0.42,0.45,2023-10-17,544,1,VIIRS,n,2.0NRT,293.48,2.38,N
-16.04499,-65.21317,312.02,0.42,0.38,2023-10-17,544,1,VIIRS,n,2.0NRT,293.2,1.81,N
-16.04224,-61.78304,326.08,0.42,0.45,2023-10-17,544,1,VIIRS,n,2.0NRT,293.43,2.66,N
-16.04213,-65.23281,308.54,0.42,0.38,2023-10-17,544,1,VIIRS,n,2.0NRT,293.48,0.97,N
-16.04213,-61.85081,306.36,0.42,0.45,2023-10-17,544,1,VIIRS,n,2.0NRT,292.88,1.05,N
-16.04162,-61.85477,305.96,0.42,0.45,2023-10-17,544,1,VIIRS,n,2.0NRT,292.97,1.1,N
-16.03917,-66.67898,306.98,0.39,0.36,2023-10-17,544,1,VIIRS,n,2.0NRT,291.91,0.62,N
-16.03855,-66.79395,311.54,0.39,0.36,2023-10-17,544,1,VIIRS,n,2.0NRT,291.95,1.43,N
-16.03799,-66.79756,316.99,0.39,0.36,2023-10-17,544,1,VIIRS,n,2.0NRT,292.84,2.56,N
-16.03693,-63.19212,312.23,0.52,0.42,2023-10-17,544,1,VIIRS,n,2.0NRT,292.38,1.71,N
-16.03626,-63.19698,307.6,0.52,0.42,2023-10-17,544,1,VIIRS,n,2.0NRT,291.82,1.71,N
-16.03463,-61.63787,333.33,0.43,0.46,2023-10-17,544,1,VIIRS,n,2.0NRT,294.46,4.55,N
-16.0337,-60.63317,306.26,0.5,0.49,2023-10-17,544,1,VIIRS,n,2.0NRT,294.15,1.48,N
-16.03243,-63.19643,322.25,0.52,0.42,2023-10-17,544,1,VIIRS,n,2.0NRT,292.48,2.95,N
